image,image_data,object_info,actr_data
000000332968.jpg,"[['cake', 87.10590600967406, 1173, 815, 914, 415], ['cake', 79.58932518959045, 774, 132, 1061, 637], ['cake', 80.35142421722412, 992, 845, 268, 43], ['cake', 96.84192538261414, 800, 547, 435, 272], ['cake', 79.60169911384583, 1446, 1121, 546, 204]]","[['cake', 87.10590600967406, 994, 664, 178642, 3.0839512082538465], ['cake', 79.58932518959045, 453, 849, 272208, 2.7878335669890726], ['cake', 80.35142421722412, 918, 155, 33075, 2.73266201515067], ['cake', 96.84192538261414, 673, 353, 41239, 3.2026156063846654], ['cake', 79.60169911384583, 1283, 375, 111150, 2.9339351368467406]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 673, screen_y= 353, value= ), value= cake) [0.7004]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 918, screen_y= 155, value= None), value= cake) [1.2381]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1283, screen_y= 375, value= None), value= cake) [1.7335]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 994, screen_y= 664, value= None), value= cake) [2.3856]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 453, screen_y= 849, value= None), value= cake) [2.9049]']"
000000333842.jpg,"[['tvmonitor', 88.61165642738342, 1627, 823, 447, 80], ['tvmonitor', 98.8739848136902, 842, 20, 574, 39], ['keyboard', 99.64926242828369, 1086, 87, 1076, 805], ['teddy bear', 71.14214897155763, 1615, 1413, 573, 281], ['book', 70.56759595870972, 555, 247, 815, 716], ['mouse', 99.60457682609558, 1331, 1058, 845, 725]]","[['tvmonitor', 88.61165642738342, 1225, 263, 295068, 3.078130434043231], ['tvmonitor', 98.8739848136902, 431, 306, 439770, 3.195404192912848], ['keyboard', 99.64926242828369, 586, 940, 270729, 3.0360668971246696], ['teddy bear', 71.14214897155763, 1514, 427, 58984, 2.8095997247026587], ['book', 70.56759595870972, 401, 765, 30492, 2.770968525185122], ['mouse', 99.60457682609558, 1194, 785, 32760, 3.0204604247647135]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 431, screen_y= 306, value= ), value= tvmonitor) [0.5588]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 401, screen_y= 765, value= None), value= book) [0.9405]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 586, screen_y= 940, value= None), value= keyboard) [1.5587]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1194, screen_y= 785, value= None), value= mouse) [2.0608]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1514, screen_y= 427, value= None), value= teddy bear) [2.7374]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1225, screen_y= 263, value= None), value= tvmonitor) [3.2062]']"
000000334470.jpg,"[['cup', 95.95153331756592, 918, 793, 880, 733], ['cup', 86.25364899635315, 673, 511, 934, 763], ['keyboard', 96.16287350654602, 1537, 1233, 1078, 784]]","[['cup', 95.95153331756592, 855, 806, 18375, 3.2668416244711116], ['cup', 86.25364899635315, 592, 848, 27702, 2.9637353838166423], ['keyboard', 96.16287350654602, 1385, 931, 89376, 3.2399490670385673]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 592, screen_y= 848, value= ), value= cup) [0.705]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 855, screen_y= 806, value= None), value= cup) [1.1713]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1385, screen_y= 931, value= None), value= keyboard) [1.7623]']"
000000336211.jpg,"[['oven', 91.66200757026672, 1617, 48, 1100, 315], ['pizza', 79.8233151435852, 704, 45, 1039, 747]]","[['oven', 91.66200757026672, 832, 707, 1231665, 2.92023810977735], ['pizza', 79.8233151435852, 374, 893, 192428, 2.9960529669104567]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 374, screen_y= 893, value= ), value= pizza) [0.5283]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 832, screen_y= 707, value= None), value= oven) [1.0757]']"
000000339352.jpg,"[['tvmonitor', 99.5509922504425, 1365, 824, 799, 329], ['laptop', 99.8892903327942, 934, 314, 969, 466], ['bottle', 98.33264350891113, 1527, 1423, 873, 535]]","[['tvmonitor', 99.5509922504425, 1094, 564, 254270, 3.063388573913646], ['laptop', 99.8892903327942, 624, 717, 311860, 3.2021502955990493], ['bottle', 98.33264350891113, 1475, 704, 35152, 3.205658145131482]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 624, screen_y= 717, value= ), value= laptop) [0.6841]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1094, screen_y= 564, value= None), value= tvmonitor) [1.1642]']"
000000341437.jpg,"[['cup', 97.03008532524107, 1563, 1171, 1023, 575], ['toothbrush', 96.62972688674928, 1057, 844, 521, 195], ['bottle', 73.95932674407959, 1190, 1037, 903, 411]]","[['cup', 97.03008532524107, 1367, 799, 175616, 2.9977231856345075], ['toothbrush', 96.62972688674928, 950, 358, 69438, 3.1285876570908866], ['bottle', 73.95932674407959, 1113, 657, 75276, 2.942659678092836]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 950, screen_y= 358, value= ), value= toothbrush) [0.7229]']"
000000346638.jpg,"[['tvmonitor', 97.53741025924684, 1576, 831, 746, 42], ['keyboard', 95.17765641212463, 1172, 421, 953, 706], ['mouse', 99.294775724411, 723, 343, 1034, 868], ['bottle', 96.70510292053223, 1368, 1141, 1015, 213]]","[['tvmonitor', 97.53741025924684, 1203, 394, 524480, 3.133472098607185], ['keyboard', 95.17765641212463, 796, 829, 185497, 3.1629215409130786], ['mouse', 99.294775724411, 533, 951, 63080, 3.166951169140108], ['bottle', 96.70510292053223, 1254, 614, 182054, 2.925891987494071]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 533, screen_y= 951, value= ), value= mouse) [0.7211]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 796, screen_y= 829, value= None), value= keyboard) [1.3278]']"
000000350270.jpg,"[['broccoli', 77.42431759834291, 852, 330, 650, 448], ['bottle', 83.56202244758606, 472, 316, 421, 64]]","[['broccoli', 77.42431759834291, 591, 549, 105444, 2.888764447592525], ['bottle', 83.56202244758606, 394, 242, 55692, 2.8803023125917506]]",[]
000000350953.jpg,"[['tvmonitor', 73.53352308273315, 1628, 1320, 920, 150], ['book', 78.79012227058409, 466, 136, 939, 723], ['keyboard', 97.2680151462555, 1514, 1147, 1107, 898], ['bottle', 90.50515294075012, 537, 417, 790, 481]]","[['tvmonitor', 73.53352308273315, 1474, 535, 237160, 2.735165616745573], ['book', 78.79012227058409, 301, 831, 71280, 2.856766123207999], ['keyboard', 97.2680151462555, 1330, 1002, 76703, 3.0777889990313363], ['bottle', 90.50515294075012, 477, 635, 37080, 3.035755871212338]]",[]
000000353511.jpg,"[['sink', 96.56025171279907, 452, 134, 850, 727], ['bottle', 92.96815991401672, 729, 617, 1062, 899], ['bottle', 64.0752911567688, 209, 157, 725, 586]]","[['sink', 96.56025171279907, 293, 788, 39114, 3.1465149299069455], ['bottle', 92.96815991401672, 673, 980, 18256, 3.155526837806074], ['bottle', 64.0752911567688, 183, 655, 7228, 2.798020795813669]]",[]
000000354661.jpg,"[['suitcase', 96.05687260627748, 1575, 173, 783, 366], ['bottle', 75.21793842315674, 723, 587, 335, 135]]","[['suitcase', 96.05687260627748, 874, 574, 584634, 3.3250429765327643], ['bottle', 75.21793842315674, 655, 235, 27200, 2.9460869359920885]]",[]
000000363727.jpg,"[['diningtable', 90.22226333618164, 1466, 259, 1087, 46], ['bottle', 64.13137912750244, 1252, 1098, 252, 28]]","[['diningtable', 90.22226333618164, 862, 566, 1256487, 3.0341156181090696], ['bottle', 64.13137912750244, 1175, 140, 34496, 2.8830616966877587]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 862, screen_y= 566, value= ), value= diningtable) [0.7298]']"
000000367725.jpg,"[['laptop', 98.55465292930604, 1559, 732, 1075, 759], ['bottle', 97.73300290107728, 1170, 1065, 605, 318]]","[['laptop', 98.55465292930604, 1145, 917, 261332, 3.208324286279989], ['bottle', 97.73300290107728, 1117, 461, 30135, 3.257144639590265]]",[]
000000371864.jpg,"[['tvmonitor', 87.93995976448059, 417, 59, 718, 11], ['keyboard', 99.75796937942505, 709, 112, 1057, 533], ['cup', 90.90970158576964, 1005, 882, 481, 241], ['cup', 71.96971774101256, 1199, 1069, 480, 263], ['bowl', 71.36040925979614, 1351, 1197, 486, 371], ['cup', 99.08244609832764, 895, 762, 557, 321]]","[['tvmonitor', 87.93995976448059, 238, 364, 253106, 3.08484578728343], ['keyboard', 99.75796937942505, 410, 795, 312828, 3.064245654409145], ['cup', 90.90970158576964, 943, 361, 29520, 3.1166236525823092], ['cup', 71.96971774101256, 1134, 371, 28210, 2.703120817719153], ['bowl', 71.36040925979614, 1274, 428, 17710, 2.978346019149493], ['cup', 99.08244609832764, 828, 439, 31388, 3.24859254751719]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 238, screen_y= 364, value= ), value= tvmonitor) [0.5906]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 410, screen_y= 795, value= None), value= keyboard) [1.1153]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 828, screen_y= 439, value= None), value= cup) [1.7931]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 943, screen_y= 361, value= None), value= cup) [2.2403]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1134, screen_y= 371, value= None), value= cup) [2.8612]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1274, screen_y= 428, value= None), value= bowl) [3.3616]']"
000000375347.jpg,"[['diningtable', 60.93090772628784, 1551, 109, 1099, 48], ['bottle', 97.03831076622008, 880, 700, 378, 5]]","[['diningtable', 60.93090772628784, 830, 573, 1515542, 2.8009338489784916], ['bottle', 97.03831076622008, 790, 191, 67140, 3.229380767177761]]",[]
000000394517.jpg,"[['sink', 77.24791169166566, 1514, 653, 1108, 720], ['cup', 62.6442551612854, 1127, 1042, 785, 599], ['bottle', 97.03418612480164, 1484, 1349, 984, 574]]","[['sink', 77.24791169166566, 1083, 914, 334068, 3.1197246781145997], ['cup', 62.6442551612854, 1084, 692, 15810, 2.798625487427652], ['bottle', 97.03418612480164, 1416, 779, 55350, 3.438312507682608]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 1084, screen_y= 692, value= ), value= cup) [0.5587]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1083, screen_y= 914, value= None), value= sink) [1.0077]']"
000000399488.jpg,"[['laptop', 99.82141256332396, 1342, 132, 1001, 152], ['diningtable', 73.55589270591736, 1383, 199, 1012, 240], ['bottle', 70.59153318405151, 1504, 1317, 776, 72]]","[['laptop', 99.82141256332396, 737, 576, 1027290, 3.289337876898427], ['diningtable', 73.55589270591736, 791, 626, 914048, 2.899445025130366], ['bottle', 70.59153318405151, 1410, 424, 131648, 2.7350575373667647]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 737, screen_y= 576, value= ), value= laptop) [0.5891]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 791, screen_y= 626, value= None), value= diningtable) [0.973]']"
000000404296.jpg,"[['banana', 95.47057151794434, 783, 293, 691, 413], ['bottle', 63.70803117752075, 1444, 1084, 853, 323], ['bowl', 92.180734872818, 1085, 299, 957, 476], ['diningtable', 65.3118669986725, 1457, 209, 1091, 492], ['bottle', 99.56111311912537, 1199, 1015, 623, 38], ['apple', 82.37918615341188, 521, 301, 809, 633], ['apple', 84.99320149421692, 1049, 839, 814, 618], ['orange', 63.04359436035156, 669, 480, 863, 670], ['apple', 82.73529410362244, 870, 660, 873, 675]]","[['banana', 95.47057151794434, 538, 552, 136220, 3.0203775448891164], ['bottle', 63.70803117752075, 1264, 588, 190800, 2.6079751656143406], ['bowl', 92.180734872818, 692, 716, 378066, 3.007657522615581], ['diningtable', 65.3118669986725, 833, 791, 747552, 2.703927460882918], ['bottle', 99.56111311912537, 1107, 330, 107640, 3.1383980346426443], ['apple', 82.37918615341188, 411, 721, 38720, 2.8819023608426617], ['apple', 84.99320149421692, 944, 716, 41160, 3.0232272700069753], ['orange', 63.04359436035156, 574, 766, 36477, 2.7546719766241385], ['apple', 82.73529410362244, 765, 774, 41580, 2.849945572673549]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 538, screen_y= 552, value= ), value= banana) [0.5704]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 411, screen_y= 721, value= None), value= apple) [1.1505]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 574, screen_y= 766, value= None), value= orange) [1.6552]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 692, screen_y= 716, value= None), value= bowl) [2.1849]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 765, screen_y= 774, value= None), value= apple) [2.5896]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 833, screen_y= 791, value= None), value= diningtable) [3.0286]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 944, screen_y= 716, value= None), value= apple) [3.5905]']"
000000406426.jpg,"[['broccoli', 93.18075180053712, 1654, 744, 700, 148], ['bottle', 85.09562015533447, 1645, 1523, 452, 59], ['broccoli', 95.89785933494568, 842, 523, 629, 252]]","[['broccoli', 93.18075180053712, 1199, 424, 502320, 2.9526119613346777], ['bottle', 85.09562015533447, 1584, 255, 47946, 3.2180486314909276], ['broccoli', 95.89785933494568, 682, 440, 120263, 2.8293259358932312]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 682, screen_y= 440, value= ), value= broccoli) [0.6192]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1199, screen_y= 424, value= None), value= broccoli) [1.0373]']"
000000413247.jpg,"[['laptop', 99.81598854064941, 847, 40, 975, 390], ['bottle', 91.9285774230957, 1128, 1008, 836, 474], ['mouse', 89.43504691123962, 811, 670, 1023, 908]]","[['laptop', 99.81598854064941, 443, 682, 472095, 3.185854714655635], ['bottle', 91.9285774230957, 1068, 655, 43440, 3.0353397502685695], ['mouse', 89.43504691123962, 740, 965, 16215, 3.002370591499345]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 443, screen_y= 682, value= ), value= laptop) [0.6439]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 740, screen_y= 965, value= None), value= mouse) [1.2392]']"
000000413572.jpg,"[['bottle', 72.73648977279662, 579, 492, 586, 381], ['bottle', 62.50175833702088, 806, 700, 593, 382]]","[['bottle', 72.73648977279662, 535, 483, 17835, 2.721797048479126], ['bottle', 62.50175833702088, 753, 487, 22366, 2.707489045997648]]",[]
000000418882.jpg,"[['oven', 99.44950342178343, 1361, 334, 1076, 244], ['bottle', 99.6253490447998, 335, 215, 605, 275], ['bowl', 87.77972459793091, 453, 178, 819, 626]]","[['oven', 99.44950342178343, 847, 660, 854464, 3.080820091707629], ['bottle', 99.6253490447998, 275, 440, 39600, 3.1566582580102818], ['bowl', 87.77972459793091, 315, 722, 53075, 3.0783564493919777]]",[]
000000426253.jpg,"[['microwave', 99.85581040382385, 1613, 62, 903, 198], ['bottle', 95.4582691192627, 1648, 1493, 850, 253]]","[['microwave', 99.85581040382385, 837, 550, 1093455, 3.2779031060481696], ['bottle', 95.4582691192627, 1570, 551, 92535, 3.072524625437093]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 837, screen_y= 550, value= ), value= microwave) [0.8941]']"
000000429312.jpg,"[['tvmonitor', 98.49380254745485, 1563, 1171, 573, 213], ['sofa', 89.52670097351074, 1060, 140, 1075, 624], ['bottle', 95.83412408828735, 1396, 1269, 1063, 730], ['remote', 91.08835458755492, 1138, 880, 1074, 1003]]","[['tvmonitor', 98.49380254745485, 1367, 393, 141120, 3.083484041452742], ['sofa', 89.52670097351074, 600, 849, 414920, 3.1398384948074467], ['bottle', 95.83412408828735, 1332, 896, 42291, 3.0672917002410585], ['remote', 91.08835458755492, 1009, 1038, 18318, 2.924078781173784]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 600, screen_y= 849, value= ), value= sofa) [0.5711]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1009, screen_y= 1038, value= None), value= remote) [1.0333]']"
000000433505.jpg,"[['tvmonitor', 98.48957657814026, 1111, 543, 551, 80], ['keyboard', 98.73273372650145, 1199, 479, 925, 795], ['cell phone', 85.68716049194336, 1039, 955, 616, 471], ['bottle', 97.92073369026184, 446, 338, 787, 509], ['mouse', 99.95225667953493, 1331, 1212, 916, 806]]","[['tvmonitor', 98.48957657814026, 827, 315, 267528, 3.1662999384144035], ['keyboard', 98.73273372650145, 839, 860, 93600, 3.2784563557119375], ['cell phone', 85.68716049194336, 997, 543, 12180, 3.0188461635174653], ['bottle', 97.92073369026184, 392, 648, 30024, 3.0250877232109445], ['mouse', 99.95225667953493, 1271, 861, 13090, 2.928391316615531]]",[]
000000438904.jpg,"[['tvmonitor', 96.86744213104248, 565, 121, 376, 11], ['keyboard', 93.71747970581056, 724, 138, 794, 496], ['mouse', 99.6826171875, 1487, 960, 798, 528], ['bottle', 99.65851902961731, 1505, 1299, 617, 73]]","[['tvmonitor', 96.86744213104248, 343, 193, 162060, 3.089917769006784], ['keyboard', 93.71747970581056, 431, 645, 174628, 3.10490795696749], ['mouse', 99.6826171875, 1223, 663, 142290, 3.288879601324703], ['bottle', 99.65851902961731, 1402, 345, 112064, 3.1150918358253232]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 343, screen_y= 193, value= ), value= tvmonitor) [0.492]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 431, screen_y= 645, value= None), value= keyboard) [1.1596]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1223, screen_y= 663, value= None), value= mouse) [1.6411]']"
000000448077.jpg,"[['bowl', 98.486065864563, 275, 58, 163, 57], ['bowl', 98.54274392127992, 418, 127, 298, 158], ['bowl', 86.78672909736633, 384, 145, 690, 561], ['bowl', 81.68870806694032, 415, 129, 747, 597]]","[['bowl', 98.486065864563, 166, 110, 23002, 3.073381729463084], ['bowl', 98.54274392127992, 272, 228, 40740, 3.1766568080596986], ['bowl', 86.78672909736633, 264, 625, 30831, 3.1687419727652015], ['bowl', 81.68870806694032, 272, 672, 42900, 2.9385410334715]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 272, screen_y= 228, value= ), value= bowl) [0.5069]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 166, screen_y= 110, value= None), value= bowl) [0.8638]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 264, screen_y= 625, value= None), value= bowl) [1.5457]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 272, screen_y= 672, value= None), value= bowl) [1.7797]']"
000000449394.jpg,"[['tvmonitor', 98.30436706542969, 1009, 622, 465, 145], ['bottle', 88.1511926651001, 1404, 1327, 521, 326], ['keyboard', 98.03608059883119, 1118, 714, 603, 499], ['mouse', 71.09130024909973, 1195, 1102, 519, 470]]","[['tvmonitor', 98.30436706542969, 815, 305, 123840, 3.093531636956386], ['bottle', 88.1511926651001, 1365, 423, 15015, 2.964866962510618], ['keyboard', 98.03608059883119, 916, 551, 42016, 3.223032091712], ['mouse', 71.09130024909973, 1148, 494, 4557, 2.6115533042664936]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 815, screen_y= 305, value= ), value= tvmonitor) [0.7582]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 916, screen_y= 551, value= None), value= keyboard) [1.3302]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1148, screen_y= 494, value= None), value= mouse) [1.838]']"
000000449528.jpg,"[['laptop', 99.58206415176392, 1048, 123, 1109, 255], ['bottle', 95.89290618896484, 1219, 1088, 697, 296], ['cup', 71.95532321929932, 1437, 1256, 705, 554], ['mouse', 98.03217053413393, 1028, 864, 771, 683]]","[['laptop', 99.58206415176392, 585, 682, 789950, 3.142362210342445], ['bottle', 95.89290618896484, 1153, 496, 52531, 3.1146639853489417], ['cup', 71.95532321929932, 1346, 629, 27331, 2.8086101740304428], ['mouse', 98.03217053413393, 946, 727, 14432, 3.117192647249482]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 585, screen_y= 682, value= ), value= laptop) [0.7465]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 946, screen_y= 727, value= None), value= mouse) [1.2501]']"
000000450391.jpg,"[['tvmonitor', 99.5747447013855, 1570, 923, 696, 44], ['keyboard', 99.67730045318605, 1577, 557, 1083, 819], ['bottle', 95.49180269241332, 650, 430, 1021, 252]]","[['tvmonitor', 99.5747447013855, 1246, 370, 421844, 3.4008944129428227], ['keyboard', 99.67730045318605, 1067, 951, 269280, 2.9512205359557298], ['bottle', 95.49180269241332, 540, 636, 169180, 2.95361319583563]]",[]
000000451800.jpg,"[['pizza', 99.33563470840454, 912, 335, 840, 382], ['pizza', 97.31728434562685, 1496, 918, 1053, 324], ['bottle', 64.72436189651489, 994, 760, 306, 28]]","[['pizza', 99.33563470840454, 623, 611, 264266, 3.0678109892378167], ['pizza', 97.31728434562685, 1207, 688, 421362, 3.05530366779767], ['bottle', 64.72436189651489, 877, 167, 65052, 2.742266427962169]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 623, screen_y= 611, value= ), value= pizza) [0.5876]']"
000000465457.jpg,"[['cup', 88.62072825431824, 566, 139, 495, 149], ['diningtable', 89.62901830673219, 1350, 280, 1025, 130], ['bowl', 95.54113149642944, 1224, 463, 979, 285], ['bottle', 86.2093150615692, 662, 536, 323, 44], ['banana', 98.81906509399414, 561, 191, 978, 635]]","[['cup', 88.62072825431824, 352, 322, 147742, 3.019409789494652], ['diningtable', 89.62901830673219, 815, 577, 957650, 3.040817461348449], ['bowl', 95.54113149642944, 843, 632, 528134, 3.158614510624439], ['bottle', 86.2093150615692, 599, 183, 35154, 3.210619319123961], ['banana', 98.81906509399414, 376, 806, 126910, 2.9482885995388854]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 352, screen_y= 322, value= ), value= cup) [0.5096]']"
000000471790.jpg,"[['sink', 65.85819125175476, 1133, 773, 478, 405]]","[['sink', 65.85819125175476, 953, 441, 26280, 2.8635722364081664]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 953, screen_y= 441, value= ), value= sink) [0.6172]']"
000000476851.jpg,"[['bottle', 78.55237126350403, 1514, 1014, 200, 59], ['knife', 92.01679229736328, 1581, 1166, 425, 265], ['bottle', 91.94854497909546, 992, 769, 195, 19]]","[['bottle', 78.55237126350403, 1264, 129, 70500, 3.0067596835990273], ['knife', 92.01679229736328, 1373, 345, 66400, 3.2274232189469974], ['bottle', 91.94854497909546, 880, 107, 39248, 3.0383507819226927]]",[]
000000478155.jpg,"[['bowl', 97.09557890892029, 652, 342, 546, 333], ['diningtable', 93.08742880821228, 1636, 97, 1048, 222], ['fork', 98.55074286460876, 743, 428, 998, 494], ['bottle', 89.16623592376709, 896, 684, 423, -6], ['cup', 97.17464447021484, 693, 541, 377, 96]]","[['bowl', 97.09557890892029, 497, 439, 66030, 3.2175150750161365], ['diningtable', 93.08742880821228, 866, 635, 1271214, 3.1130890905856745], ['fork', 98.55074286460876, 585, 746, 158760, 3.044898160322986], ['bottle', 89.16623592376709, 790, 208, 90948, 3.125540500589674], ['cup', 97.17464447021484, 617, 236, 42712, 3.194986969739534]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 497, screen_y= 439, value= ), value= bowl) [0.4824]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 617, screen_y= 236, value= None), value= cup) [0.8873]']"
000000478726.jpg,"[['cake', 95.85235118865968, 1072, 341, 867, 396], ['diningtable', 97.89661765098572, 1531, 107, 988, 296], ['wine glass', 97.53457903862, 434, 265, 359, 34], ['bottle', 97.82606363296507, 1176, 1054, 416, 86]]","[['cake', 95.85235118865968, 706, 631, 344301, 2.9966595366909896], ['diningtable', 97.89661765098572, 819, 642, 985408, 3.0327152477298758], ['wine glass', 97.53457903862, 349, 196, 54925, 2.9501771913562753], ['bottle', 97.82606363296507, 1115, 251, 40260, 3.1662382432879532]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 349, screen_y= 196, value= ), value= wine glass) [0.4784]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 706, screen_y= 631, value= None), value= cake) [1.0364]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 819, screen_y= 642, value= None), value= diningtable) [1.5441]']"
